run,query_hash,time_ms
14,e506ec9d,10
14,670fd851,3
14,273e78cb,5
14,46f37273,3
14,1fdf2761,54
14,273e78cb,2
14,46f37273,3
14,6245fe4e,87
14,e8057af8,54
14,273e78cb,2
14,e3d02a6a,49
15,e1e93656,19
15,c3c4ce2d,3
15,b327aa4a,150
15,2befbfe7,11
15,e506ec9d,11
15,670fd851,0
15,273e78cb,5
15,46f37273,6
15,1fdf2761,51
15,273e78cb,2
15,46f37273,2
15,6245fe4e,94
15,e8057af8,74
15,273e78cb,2
15,e3d02a6a,50
16,e1e93656,19
16,c3c4ce2d,3
16,b327aa4a,140
16,2befbfe7,13
16,e506ec9d,11
16,670fd851,1
16,273e78cb,2
16,46f37273,3
16,1fdf2761,41
16,273e78cb,2
16,46f37273,2
16,6245fe4e,91
16,e8057af8,67
16,273e78cb,2
16,e3d02a6a,52
17,e1e93656,19
17,c3c4ce2d,3
17,b327aa4a,107
17,2befbfe7,8
17,e506ec9d,8
17,670fd851,0
17,273e78cb,2
17,46f37273,3
17,1fdf2761,40
17,273e78cb,1
17,46f37273,2
17,6245fe4e,81
17,e8057af8,77
17,273e78cb,2
17,e3d02a6a,40
18,e1e93656,19
18,c3c4ce2d,3
18,b327aa4a,95
18,2befbfe7,7
18,e506ec9d,7
18,670fd851,1
18,273e78cb,7
18,46f37273,3
18,1fdf2761,50
18,273e78cb,2
18,46f37273,3
18,6245fe4e,82
18,e8057af8,54
18,273e78cb,4
18,e3d02a6a,45
19,e1e93656,19
19,c3c4ce2d,3
19,b327aa4a,71
19,2befbfe7,9
19,e506ec9d,6
19,670fd851,4
19,273e78cb,2
19,46f37273,6
19,1fdf2761,42
19,273e78cb,3
19,46f37273,3
19,6245fe4e,79
19,e8057af8,39
19,273e78cb,2
19,e3d02a6a,36
